id,code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
862,10000862.XSHG,510050P1704M02300,50ETF沽4月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2017-02-23,合约到期,0.0144,0.2348,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
863,10000863.XSHG,510050P1704M02350,50ETF沽4月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2017-02-23,合约到期,0.029,0.2594,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
864,10000864.XSHG,510050P1704M02400,50ETF沽4月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-02-23,合约到期,0.0491,0.2887,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
865,10000865.XSHG,510050P1704M02450,50ETF沽4月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-02-23,合约到期,0.0829,0.3225,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
866,10000866.XSHG,510050P1704M02500,50ETF沽4月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-02-23,合约到期,0.1219,0.3615,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
867,10000867.XSHG,510050C1704M02250,50ETF购4月2250,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2017-02-28,价格波动,0.1293,0.366,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
868,10000868.XSHG,510050P1704M02250,50ETF沽4月2250,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2017-02-28,价格波动,0.0064,0.2197,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
869,10000869.XSHG,510050C1705M02250,50ETF购5月2250,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2017-03-23,合约到期,0.0975,0.3311,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
870,10000870.XSHG,510050C1705M02300,50ETF购5月2300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2017-03-23,合约到期,0.0586,0.2922,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
871,10000871.XSHG,510050C1705M02350,50ETF购5月2350,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2017-03-23,合约到期,0.0326,0.2648,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
872,10000872.XSHG,510050C1705M02400,50ETF购5月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-03-23,合约到期,0.0167,0.2439,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
873,10000873.XSHG,510050C1705M02450,50ETF购5月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-03-23,合约到期,0.0084,0.2306,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
874,10000874.XSHG,510050P1705M02250,50ETF沽5月2250,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.25,10000,DELIST,2017-03-23,合约到期,0.0097,0.2261,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
875,10000875.XSHG,510050P1705M02300,50ETF沽5月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2017-03-23,合约到期,0.0233,0.2497,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
876,10000876.XSHG,510050P1705M02350,50ETF沽5月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2017-03-23,合约到期,0.0471,0.2807,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
877,10000877.XSHG,510050P1705M02400,50ETF沽5月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-03-23,合约到期,0.0818,0.3154,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
878,10000878.XSHG,510050P1705M02450,50ETF沽5月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-03-23,合约到期,0.1241,0.3577,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
1027,10000879.XSHG,510050C1705M02500,50ETF购5月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-04-06,价格波动,0.0032,0.2296,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
1028,10000880.XSHG,510050P1705M02500,50ETF沽5月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-04-06,价格波动,0.1191,0.3573,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
1231,10000881.XSHG,510050C1704M02200,50ETF购4月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2017-04-20,价格波动,0.1233,0.3555,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
1232,10000882.XSHG,510050P1704M02200,50ETF沽4月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2017-04-20,价格波动,0.0001,0.2079,0.0001,2017-04-26,2017-04-26,2017-04-26,2017-04-27,0,2017-04-27,合约到期
1233,10000883.XSHG,510050C1705M02200,50ETF购5月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2017-04-20,价格波动,0.1283,0.3605,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
1234,10000884.XSHG,510050P1705M02200,50ETF沽5月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2017-04-20,价格波动,0.0013,0.2091,0.0001,2017-05-24,2017-05-24,2017-05-24,2017-05-25,0,2017-05-25,合约到期
1235,10000885.XSHG,510050C1709M02200,50ETF购9月2200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2017-04-20,价格波动,0.1512,0.3834,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1236,10000886.XSHG,510050P1709M02200,50ETF沽9月2200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.2,10000,DELIST,2017-04-20,价格波动,0.0169,0.2247,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1259,10000887.XSHG,510050C1712A02250,50ETF购12月2209A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.209,10185,DELIST,2017-04-27,合约到期,0.1333,0.3672,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1260,10000888.XSHG,510050C1712A02300,50ETF购12月2258A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.258,10185,DELIST,2017-04-27,合约到期,0.0972,0.3311,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1261,10000889.XSHG,510050C1712A02350,50ETF购12月2307A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.307,10185,DELIST,2017-04-27,合约到期,0.0758,0.3086,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1262,10000890.XSHG,510050C1712A02400,50ETF购12月2356A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.356,10185,DELIST,2017-04-27,合约到期,0.0574,0.2852,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1263,10000891.XSHG,510050C1712A02450,50ETF购12月2405A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.405,10185,DELIST,2017-04-27,合约到期,0.0424,0.2652,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1264,10000892.XSHG,510050P1712A02250,50ETF沽12月2209A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.209,10185,DELIST,2017-04-27,合约到期,0.0284,0.2445,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1265,10000893.XSHG,510050P1712A02300,50ETF沽12月2258A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.258,10185,DELIST,2017-04-27,合约到期,0.0482,0.2743,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1266,10000894.XSHG,510050P1712A02350,50ETF沽12月2307A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.307,10185,DELIST,2017-04-27,合约到期,0.0756,0.3095,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1267,10000895.XSHG,510050P1712A02400,50ETF沽12月2356A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.356,10185,DELIST,2017-04-27,合约到期,0.1076,0.3415,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1268,10000896.XSHG,510050P1712A02450,50ETF沽12月2405A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.405,10185,DELIST,2017-04-27,合约到期,0.1426,0.3765,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1283,10000897.XSHG,510050C1712A02200,50ETF购12月2160A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.16,10185,DELIST,2017-05-05,价格波动,0.162,0.394,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1284,10000898.XSHG,510050P1712A02200,50ETF沽12月2160A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.16,10185,DELIST,2017-05-05,价格波动,0.0133,0.2213,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1327,10000899.XSHG,510050C1712A02500,50ETF购12月2455A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.455,10185,DELIST,2017-05-17,价格波动,0.0159,0.2417,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1328,10000900.XSHG,510050P1712A02500,50ETF沽12月2455A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.455,10185,DELIST,2017-05-17,价格波动,0.1357,0.3736,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1335,10000901.XSHG,510050C1707M02300,50ETF购7月2300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2017-05-25,合约到期,0.1043,0.3442,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1336,10000902.XSHG,510050C1707M02350,50ETF购7月2350,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2017-05-25,合约到期,0.061,0.3009,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1337,10000903.XSHG,510050C1707M02400,50ETF购7月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-05-25,合约到期,0.0285,0.2683,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1338,10000904.XSHG,510050C1707M02450,50ETF购7月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-05-25,合约到期,0.014,0.2488,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1339,10000905.XSHG,510050C1707M02500,50ETF购7月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-05-25,合约到期,0.0064,0.2362,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1340,10000906.XSHG,510050P1707M02300,50ETF沽7月2300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.3,10000,DELIST,2017-05-25,合约到期,0.0063,0.2264,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1341,10000907.XSHG,510050P1707M02350,50ETF沽7月2350,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.35,10000,DELIST,2017-05-25,合约到期,0.0176,0.2477,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1342,10000908.XSHG,510050P1707M02400,50ETF沽7月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-05-25,合约到期,0.0389,0.2788,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1343,10000909.XSHG,510050P1707M02450,50ETF沽7月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-05-25,合约到期,0.0744,0.3143,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1344,10000910.XSHG,510050P1707M02500,50ETF沽7月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-05-25,合约到期,0.1187,0.3586,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1345,10000911.XSHG,510050C1707M02550,50ETF购7月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2017-05-26,价格波动,0.0152,0.2542,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1346,10000912.XSHG,510050P1707M02550,50ETF沽7月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2017-05-26,价格波动,0.1008,0.3478,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1347,10000913.XSHG,510050C1709M02550,50ETF购9月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2017-05-26,价格波动,0.0327,0.2717,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1348,10000914.XSHG,510050P1709M02550,50ETF沽9月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2017-05-26,价格波动,0.1157,0.3627,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1349,10000915.XSHG,510050C1712A02550,50ETF购12月2504A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.504,10185,DELIST,2017-05-26,价格波动,0.0514,0.2904,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1350,10000916.XSHG,510050P1712A02550,50ETF沽12月2504A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.504,10185,DELIST,2017-05-26,价格波动,0.1339,0.3809,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1375,10000917.XSHG,510050C1706M02600,50ETF购6月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-01,价格波动,0.0028,0.2378,0.0001,2017-06-28,2017-06-28,2017-06-28,2017-06-29,0,2017-06-29,合约到期
1376,10000918.XSHG,510050P1706M02600,50ETF沽6月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-01,价格波动,0.127,0.3745,0.0001,2017-06-28,2017-06-28,2017-06-28,2017-06-29,0,2017-06-29,合约到期
1377,10000919.XSHG,510050C1707M02600,50ETF购7月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-01,价格波动,0.0081,0.2431,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1378,10000920.XSHG,510050P1707M02600,50ETF沽7月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-01,价格波动,0.1304,0.3779,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1379,10000921.XSHG,510050C1709M02600,50ETF购9月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-01,价格波动,0.0205,0.2555,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1380,10000922.XSHG,510050P1709M02600,50ETF沽9月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-01,价格波动,0.1419,0.3894,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1381,10000923.XSHG,510050C1712A02600,50ETF购12月2553A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.553,10185,DELIST,2017-06-01,价格波动,0.0399,0.2749,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1382,10000924.XSHG,510050P1712A02600,50ETF沽12月2553A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.553,10185,DELIST,2017-06-01,价格波动,0.1554,0.4029,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1427,10000925.XSHG,510050C1706M02650,50ETF购6月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-26,价格波动,0.0001,0.2437,0.0001,2017-06-28,2017-06-28,2017-06-28,2017-06-29,0,2017-06-29,合约到期
1428,10000926.XSHG,510050P1706M02650,50ETF沽6月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-26,价格波动,0.107,0.3613,0.0001,2017-06-28,2017-06-28,2017-06-28,2017-06-29,0,2017-06-29,合约到期
1429,10000927.XSHG,510050C1707M02650,50ETF购7月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-26,价格波动,0.0088,0.2524,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1430,10000928.XSHG,510050P1707M02650,50ETF沽7月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-26,价格波动,0.1163,0.3706,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1431,10000929.XSHG,510050C1709M02650,50ETF购9月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-26,价格波动,0.0355,0.2791,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1432,10000930.XSHG,510050P1709M02650,50ETF沽9月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-26,价格波动,0.1366,0.3909,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1433,10000931.XSHG,510050C1712A02650,50ETF购12月2602A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.602,10185,DELIST,2017-06-26,价格波动,0.0712,0.3148,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1434,10000932.XSHG,510050P1712A02650,50ETF沽12月2602A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.602,10185,DELIST,2017-06-26,价格波动,0.1619,0.4162,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1453,10000933.XSHG,510050C1708M02450,50ETF购8月2450,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-06-29,合约到期,0.1193,0.3741,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1454,10000934.XSHG,510050C1708M02500,50ETF购8月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-06-29,合约到期,0.0847,0.3395,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1455,10000935.XSHG,510050C1708M02550,50ETF购8月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2017-06-29,合约到期,0.0587,0.3133,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1456,10000936.XSHG,510050C1708M02600,50ETF购8月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-29,合约到期,0.0398,0.2894,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1457,10000937.XSHG,510050C1708M02650,50ETF购8月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-29,合约到期,0.0257,0.2703,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1458,10000938.XSHG,510050P1708M02450,50ETF沽8月2450,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.45,10000,DELIST,2017-06-29,合约到期,0.02,0.2552,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1459,10000939.XSHG,510050P1708M02500,50ETF沽8月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2017-06-29,合约到期,0.037,0.2822,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1460,10000940.XSHG,510050P1708M02550,50ETF沽8月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2017-06-29,合约到期,0.06,0.3148,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1461,10000941.XSHG,510050P1708M02600,50ETF沽8月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-06-29,合约到期,0.09,0.3448,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1462,10000942.XSHG,510050P1708M02650,50ETF沽8月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-06-29,合约到期,0.126,0.3808,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1479,10000943.XSHG,510050C1708M02400,50ETF购8月2400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-07-05,价格波动,0.1324,0.3844,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1480,10000944.XSHG,510050P1708M02400,50ETF沽8月2400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.4,10000,DELIST,2017-07-05,价格波动,0.0077,0.2357,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1501,10000945.XSHG,510050C1707M02700,50ETF购7月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-07-11,价格波动,0.0021,0.2471,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1502,10000946.XSHG,510050P1707M02700,50ETF沽7月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-07-11,价格波动,0.1271,0.3846,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1503,10000947.XSHG,510050C1708M02700,50ETF购8月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-07-11,价格波动,0.0127,0.2577,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1504,10000948.XSHG,510050P1708M02700,50ETF沽8月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-07-11,价格波动,0.1374,0.3949,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1505,10000949.XSHG,510050C1709M02700,50ETF购9月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-07-11,价格波动,0.0269,0.2719,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1506,10000950.XSHG,510050P1709M02700,50ETF沽9月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-07-11,价格波动,0.1515,0.409,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1507,10000951.XSHG,510050C1712A02700,50ETF购12月2651A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.651,10185,DELIST,2017-07-11,价格波动,0.0554,0.3004,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1508,10000952.XSHG,510050P1712A02700,50ETF沽12月2651A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.651,10185,DELIST,2017-07-11,价格波动,0.1748,0.4323,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1511,10000953.XSHG,510050C1707M02750,50ETF购7月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-07-14,价格波动,0.0018,0.2544,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1512,10000954.XSHG,510050P1707M02750,50ETF沽7月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-07-14,价格波动,0.1156,0.3794,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1513,10000955.XSHG,510050C1708M02750,50ETF购8月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-07-14,价格波动,0.0155,0.2681,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
