id,code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
1514,10000956.XSHG,510050P1708M02750,50ETF沽8月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-07-14,价格波动,0.1297,0.3935,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1515,10000957.XSHG,510050C1709M02750,50ETF购9月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-07-14,价格波动,0.032,0.2846,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1516,10000958.XSHG,510050P1709M02750,50ETF沽9月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-07-14,价格波动,0.1464,0.4102,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1517,10000959.XSHG,510050C1712A02750,50ETF购12月2700A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10185,DELIST,2017-07-14,价格波动,0.0691,0.3217,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1518,10000960.XSHG,510050P1712A02750,50ETF沽12月2700A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10185,DELIST,2017-07-14,价格波动,0.1765,0.4403,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1543,10000961.XSHG,510050C1707M02800,50ETF购7月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-07-20,价格波动,0.002,0.2624,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1544,10000962.XSHG,510050P1707M02800,50ETF沽7月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-07-20,价格波动,0.0992,0.3694,0.0001,2017-07-26,2017-07-26,2017-07-26,2017-07-27,0,2017-07-27,合约到期
1545,10000963.XSHG,510050C1708M02800,50ETF购8月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-07-20,价格波动,0.0242,0.2846,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1546,10000964.XSHG,510050P1708M02800,50ETF沽8月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-07-20,价格波动,0.1184,0.3886,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1547,10000965.XSHG,510050C1709M02800,50ETF购9月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-07-20,价格波动,0.0465,0.3069,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1548,10000966.XSHG,510050P1709M02800,50ETF沽9月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-07-20,价格波动,0.14,0.4102,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1549,10000967.XSHG,510050C1712A02800,50ETF购12月2749A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.749,10185,DELIST,2017-07-20,价格波动,0.0921,0.3525,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1550,10000968.XSHG,510050P1712A02800,50ETF沽12月2749A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.749,10185,DELIST,2017-07-20,价格波动,0.173,0.4432,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1583,10000969.XSHG,510050C1803A02600,50ETF购3月2553A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.553,10185,DELIST,2017-07-27,合约到期,0.2064,0.4741,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1584,10000970.XSHG,510050C1803A02650,50ETF购3月2602A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.602,10185,DELIST,2017-07-27,合约到期,0.1788,0.4465,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1585,10000971.XSHG,510050C1803A02700,50ETF购3月2651A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.651,10185,DELIST,2017-07-27,合约到期,0.1535,0.4189,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1586,10000972.XSHG,510050C1803A02750,50ETF购3月2700A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10185,DELIST,2017-07-27,合约到期,0.1316,0.392,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1587,10000973.XSHG,510050C1803A02800,50ETF购3月2749A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.749,10185,DELIST,2017-07-27,合约到期,0.1128,0.3682,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1588,10000974.XSHG,510050P1803A02600,50ETF沽3月2553A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.553,10185,DELIST,2017-07-27,合约到期,0.091,0.3433,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1589,10000975.XSHG,510050P1803A02650,50ETF沽3月2602A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.602,10185,DELIST,2017-07-27,合约到期,0.1114,0.3737,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1590,10000976.XSHG,510050P1803A02700,50ETF沽3月2651A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.651,10185,DELIST,2017-07-27,合约到期,0.1354,0.4031,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1591,10000977.XSHG,510050P1803A02750,50ETF沽3月2700A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10185,DELIST,2017-07-27,合约到期,0.1627,0.4304,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1592,10000978.XSHG,510050P1803A02800,50ETF沽3月2749A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.749,10185,DELIST,2017-07-27,合约到期,0.1919,0.4596,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1611,10000979.XSHG,510050C1708M02850,50ETF购8月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-08-03,价格波动,0.0089,0.2695,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1612,10000980.XSHG,510050P1708M02850,50ETF沽8月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-08-03,价格波动,0.1236,0.3964,0.0001,2017-08-23,2017-08-23,2017-08-23,2017-08-24,0,2017-08-24,合约到期
1613,10000981.XSHG,510050C1709M02850,50ETF购9月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-08-03,价格波动,0.0315,0.2921,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1614,10000982.XSHG,510050P1709M02850,50ETF沽9月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-08-03,价格波动,0.1343,0.4071,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1615,10000983.XSHG,510050C1712A02850,50ETF购12月2798A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.798,10185,DELIST,2017-08-03,价格波动,0.0757,0.3363,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1616,10000984.XSHG,510050P1712A02850,50ETF沽12月2798A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.798,10185,DELIST,2017-08-03,价格波动,0.165,0.4378,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1617,10000985.XSHG,510050C1803A02850,50ETF购3月2798A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.798,10185,DELIST,2017-08-03,价格波动,0.1123,0.3729,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1618,10000986.XSHG,510050P1803A02850,50ETF沽3月2798A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.798,10185,DELIST,2017-08-03,价格波动,0.1855,0.4583,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1619,10000987.XSHG,510050C1803A02550,50ETF购3月2504A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.504,10185,DELIST,2017-08-07,价格波动,0.2254,0.4925,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1620,10000988.XSHG,510050P1803A02550,50ETF沽3月2504A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.504,10185,DELIST,2017-08-07,价格波动,0.0575,0.3004,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1623,10000989.XSHG,510050C1803A02500,50ETF购3月2455A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.455,10185,DELIST,2017-08-14,价格波动,0.2028,0.4641,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1624,10000990.XSHG,510050P1803A02500,50ETF沽3月2455A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.455,10185,DELIST,2017-08-14,价格波动,0.0535,0.2922,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1645,10000991.XSHG,510050C1710M02600,50ETF购10月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-08-24,合约到期,0.1342,0.405,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1646,10000992.XSHG,510050C1710M02650,50ETF购10月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-08-24,合约到期,0.0974,0.3682,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1647,10000993.XSHG,510050C1710M02700,50ETF购10月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-08-24,合约到期,0.0674,0.3382,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1648,10000994.XSHG,510050C1710M02750,50ETF购10月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-08-24,合约到期,0.0446,0.3112,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1649,10000995.XSHG,510050C1710M02800,50ETF购10月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-08-24,合约到期,0.0287,0.2903,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1650,10000996.XSHG,510050P1710M02600,50ETF沽10月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-08-24,合约到期,0.0162,0.2654,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1651,10000997.XSHG,510050P1710M02650,50ETF沽10月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-08-24,合约到期,0.0287,0.2879,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1652,10000998.XSHG,510050P1710M02700,50ETF沽10月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-08-24,合约到期,0.0481,0.3173,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1653,10000999.XSHG,510050P1710M02750,50ETF沽10月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-08-24,合约到期,0.0768,0.3476,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1654,10001000.XSHG,510050P1710M02800,50ETF沽10月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-08-24,合约到期,0.1097,0.3805,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1655,10001001.XSHG,510050C1710M02850,50ETF购10月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-08-28,价格波动,0.0322,0.2986,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1656,10001002.XSHG,510050P1710M02850,50ETF沽10月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-08-28,价格波动,0.1086,0.3843,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1659,10001003.XSHG,510050C1709M02900,50ETF购9月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2017-08-29,价格波动,0.0139,0.2815,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1660,10001004.XSHG,510050P1709M02900,50ETF沽9月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2017-08-29,价格波动,0.1188,0.3976,0.0001,2017-09-27,2017-09-27,2017-09-27,2017-09-28,0,2017-09-28,合约到期
1661,10001005.XSHG,510050C1710M02900,50ETF购10月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2017-08-29,价格波动,0.0293,0.2969,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1662,10001006.XSHG,510050P1710M02900,50ETF沽10月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2017-08-29,价格波动,0.1258,0.4046,0.0001,2017-10-25,2017-10-25,2017-10-25,2017-10-26,0,2017-10-26,合约到期
1663,10001007.XSHG,510050C1712A02900,50ETF购12月2847A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.847,10185,DELIST,2017-08-29,价格波动,0.0692,0.3368,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1664,10001008.XSHG,510050P1712A02900,50ETF沽12月2847A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.847,10185,DELIST,2017-08-29,价格波动,0.1508,0.4296,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1665,10001009.XSHG,510050C1803A02900,50ETF购3月2847A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.847,10185,DELIST,2017-08-29,价格波动,0.1167,0.3843,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1666,10001010.XSHG,510050P1803A02900,50ETF沽3月2847A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.847,10185,DELIST,2017-08-29,价格波动,0.175,0.4538,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1729,10001011.XSHG,510050C1711M02600,50ETF购11月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-09-28,合约到期,0.1493,0.4204,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1730,10001012.XSHG,510050C1711M02650,50ETF购11月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-09-28,合约到期,0.1063,0.3774,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1731,10001013.XSHG,510050C1711M02700,50ETF购11月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-09-28,合约到期,0.0726,0.3437,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1732,10001014.XSHG,510050C1711M02750,50ETF购11月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-09-28,合约到期,0.0484,0.3156,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1733,10001015.XSHG,510050C1711M02800,50ETF购11月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-09-28,合约到期,0.0324,0.2946,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1734,10001016.XSHG,510050P1711M02600,50ETF沽11月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2017-09-28,合约到期,0.0099,0.2588,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1735,10001017.XSHG,510050P1711M02650,50ETF沽11月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2017-09-28,合约到期,0.0181,0.277,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1736,10001018.XSHG,510050P1711M02700,50ETF沽11月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2017-09-28,合约到期,0.034,0.3029,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1737,10001019.XSHG,510050P1711M02750,50ETF沽11月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2017-09-28,合约到期,0.0601,0.3312,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1738,10001020.XSHG,510050P1711M02800,50ETF沽11月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2017-09-28,合约到期,0.0936,0.3647,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1757,10001021.XSHG,510050C1711M02850,50ETF购11月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-10-09,价格波动,0.0213,0.2815,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1758,10001022.XSHG,510050P1711M02850,50ETF沽11月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2017-10-09,价格波动,0.124,0.3966,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1769,10001023.XSHG,510050C1711M02900,50ETF购11月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2017-10-17,价格波动,0.0083,0.2745,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1770,10001024.XSHG,510050P1711M02900,50ETF沽11月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2017-10-17,价格波动,0.119,0.3971,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1771,10001025.XSHG,510050C1806A02700,50ETF购6月2651A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.651,10185,DELIST,2017-10-26,合约到期,0.2123,0.4925,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1772,10001026.XSHG,510050C1806A02750,50ETF购6月2700A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10185,DELIST,2017-10-26,合约到期,0.1779,0.4581,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1773,10001027.XSHG,510050C1806A02800,50ETF购6月2749A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.749,10185,DELIST,2017-10-26,合约到期,0.1465,0.4267,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1774,10001028.XSHG,510050C1806A02850,50ETF购6月2798A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.798,10185,DELIST,2017-10-26,合约到期,0.1197,0.3951,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1775,10001029.XSHG,510050C1806A02900,50ETF购6月2847A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.847,10185,DELIST,2017-10-26,合约到期,0.0973,0.3677,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1776,10001030.XSHG,510050P1806A02700,50ETF沽6月2651A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.651,10185,DELIST,2017-10-26,合约到期,0.048,0.3078,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1777,10001031.XSHG,510050P1806A02750,50ETF沽6月2700A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10185,DELIST,2017-10-26,合约到期,0.0621,0.3319,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1778,10001032.XSHG,510050P1806A02800,50ETF沽6月2749A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.749,10185,DELIST,2017-10-26,合约到期,0.0804,0.3602,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1779,10001033.XSHG,510050P1806A02850,50ETF沽6月2798A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.798,10185,DELIST,2017-10-26,合约到期,0.1015,0.3817,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1780,10001034.XSHG,510050P1806A02900,50ETF沽6月2847A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.847,10185,DELIST,2017-10-26,合约到期,0.1277,0.4079,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1781,10001035.XSHG,510050C1711M02950,50ETF购11月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2017-10-27,价格波动,0.0043,0.2747,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1782,10001036.XSHG,510050P1711M02950,50ETF沽11月2950,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2017-10-27,价格波动,0.123,0.4057,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1783,10001037.XSHG,510050C1712A02950,50ETF购12月2896A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.896,10185,DELIST,2017-10-27,价格波动,0.0193,0.2897,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1784,10001038.XSHG,510050P1712A02950,50ETF沽12月2896A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.896,10185,DELIST,2017-10-27,价格波动,0.123,0.4057,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1785,10001039.XSHG,510050C1803A02950,50ETF购3月2896A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.896,10185,DELIST,2017-10-27,价格波动,0.0594,0.3298,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1786,10001040.XSHG,510050P1803A02950,50ETF沽3月2896A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.896,10185,DELIST,2017-10-27,价格波动,0.1342,0.4169,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1787,10001041.XSHG,510050C1806A02950,50ETF购6月2896A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.896,10185,DELIST,2017-10-27,价格波动,0.0974,0.3678,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1788,10001042.XSHG,510050P1806A02950,50ETF沽6月2896A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.896,10185,DELIST,2017-10-27,价格波动,0.1413,0.424,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
1789,10001043.XSHG,510050C1711M03000,50ETF购11月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2017-11-08,价格波动,0.0007,0.2757,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1790,10001044.XSHG,510050P1711M03000,50ETF沽11月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2017-11-08,价格波动,0.125,0.4125,0.0001,2017-11-22,2017-11-22,2017-11-22,2017-11-23,0,2017-11-23,合约到期
1791,10001045.XSHG,510050C1712A03000,50ETF购12月2946A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.946,10185,DELIST,2017-11-08,价格波动,0.0089,0.2839,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1792,10001046.XSHG,510050P1712A03000,50ETF沽12月2946A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.946,10185,DELIST,2017-11-08,价格波动,0.125,0.4125,0.0001,2017-12-27,2017-12-27,2017-12-27,2017-12-28,1,2017-12-28,合约到期
1793,10001047.XSHG,510050C1803A03000,50ETF购3月2946A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.946,10185,DELIST,2017-11-08,价格波动,0.0413,0.3163,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1794,10001048.XSHG,510050P1803A03000,50ETF沽3月2946A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.946,10185,DELIST,2017-11-08,价格波动,0.125,0.4125,0.0001,2018-03-28,2018-03-28,2018-03-28,2018-03-29,1,2018-03-29,合约到期
1795,10001049.XSHG,510050C1806A03000,50ETF购6月2946A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.946,10185,DELIST,2017-11-08,价格波动,0.0765,0.3515,0.0001,2018-06-27,2018-06-27,2018-06-27,2018-06-28,1,2018-06-28,合约到期
